1-Wire/iButton Part Number: DS1921Z-F5
1-Wire/iButton Registration Number: 403B200002BCAB21
Is Mission Active?  true
Mission Start:  Sun Jul 30 19:44:00 AKDT 2017
Sample Rate:  Every 10 minute(s)
Number of Mission Samples:  4751
Total Samples:  16105
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  High Temp
Next Clock Alarm At:  Disabled
High Temperature Alarm:  26.375 �C
Low Temperature Alarm:  -5.5 �C

Date/Time,Unit,Value
7/31/17 11:54:00 AM,C,12
7/31/17 12:04:00 PM,C,12
7/31/17 12:14:00 PM,C,12
7/31/17 12:24:00 PM,C,12
7/31/17 12:34:00 PM,C,12
7/31/17 12:44:00 PM,C,12
7/31/17 12:54:00 PM,C,11.875
7/31/17 1:04:00 PM,C,11.875
7/31/17 1:14:00 PM,C,11.75
7/31/17 1:24:00 PM,C,11.625
7/31/17 1:34:00 PM,C,11.5
7/31/17 1:44:00 PM,C,11.375
7/31/17 1:54:00 PM,C,11.25
7/31/17 2:04:00 PM,C,11.25
7/31/17 2:14:00 PM,C,11.125
7/31/17 2:24:00 PM,C,11.125
7/31/17 2:34:00 PM,C,11
7/31/17 2:44:00 PM,C,11.125
7/31/17 2:54:00 PM,C,11.125
7/31/17 3:04:00 PM,C,11.125
7/31/17 3:14:00 PM,C,11.25
7/31/17 3:24:00 PM,C,11.25
7/31/17 3:34:00 PM,C,11.375
7/31/17 3:44:00 PM,C,11.375
7/31/17 3:54:00 PM,C,11.5
7/31/17 4:04:00 PM,C,11.5
7/31/17 4:14:00 PM,C,11.625
7/31/17 4:24:00 PM,C,11.625
7/31/17 4:34:00 PM,C,11.625
7/31/17 4:44:00 PM,C,11.75
7/31/17 4:54:00 PM,C,11.75
7/31/17 5:04:00 PM,C,11.75
7/31/17 5:14:00 PM,C,11.75
7/31/17 5:24:00 PM,C,11.75
7/31/17 5:34:00 PM,C,11.625
7/31/17 5:44:00 PM,C,11.625
7/31/17 5:54:00 PM,C,11.5
7/31/17 6:04:00 PM,C,11.5
7/31/17 6:14:00 PM,C,11.375
7/31/17 6:24:00 PM,C,11.25
7/31/17 6:34:00 PM,C,11.125
7/31/17 6:44:00 PM,C,11
7/31/17 6:54:00 PM,C,11
7/31/17 7:04:00 PM,C,10.875
7/31/17 7:14:00 PM,C,10.875
7/31/17 7:24:00 PM,C,10.875
7/31/17 7:34:00 PM,C,10.875
7/31/17 7:44:00 PM,C,10.875
7/31/17 7:54:00 PM,C,11
7/31/17 8:04:00 PM,C,11
7/31/17 8:14:00 PM,C,11.125
7/31/17 8:24:00 PM,C,11.125
7/31/17 8:34:00 PM,C,11.25
7/31/17 8:44:00 PM,C,11.25
7/31/17 8:54:00 PM,C,11.25
7/31/17 9:04:00 PM,C,11.375
7/31/17 9:14:00 PM,C,11.375
7/31/17 9:24:00 PM,C,11.375
7/31/17 9:34:00 PM,C,11.375
7/31/17 9:44:00 PM,C,11.5
7/31/17 9:54:00 PM,C,11.5
7/31/17 10:04:00 PM,C,11.5
7/31/17 10:14:00 PM,C,11.5
7/31/17 10:24:00 PM,C,11.5
7/31/17 10:34:00 PM,C,11.5
7/31/17 10:44:00 PM,C,11.625
7/31/17 10:54:00 PM,C,11.625
7/31/17 11:04:00 PM,C,11.625
7/31/17 11:14:00 PM,C,11.625
7/31/17 11:24:00 PM,C,11.625
7/31/17 11:34:00 PM,C,11.625
7/31/17 11:44:00 PM,C,11.625
7/31/17 11:54:00 PM,C,11.625
8/1/17 12:04:00 AM,C,11.625
8/1/17 12:14:00 AM,C,11.625
8/1/17 12:24:00 AM,C,11.625
8/1/17 12:34:00 AM,C,11.5
8/1/17 12:44:00 AM,C,11.5
8/1/17 12:54:00 AM,C,11.375
8/1/17 1:04:00 AM,C,11.25
8/1/17 1:14:00 AM,C,11.125
8/1/17 1:24:00 AM,C,11
8/1/17 1:34:00 AM,C,11
8/1/17 1:44:00 AM,C,10.875
8/1/17 1:54:00 AM,C,10.875
8/1/17 2:04:00 AM,C,10.875
8/1/17 2:14:00 AM,C,10.875
8/1/17 2:24:00 AM,C,10.875
8/1/17 2:34:00 AM,C,11
8/1/17 2:44:00 AM,C,11
8/1/17 2:54:00 AM,C,11
8/1/17 3:04:00 AM,C,11
8/1/17 3:14:00 AM,C,11.125
8/1/17 3:24:00 AM,C,11.125
8/1/17 3:34:00 AM,C,11.125
8/1/17 3:44:00 AM,C,11.125
8/1/17 3:54:00 AM,C,11.25
8/1/17 4:04:00 AM,C,11.25
8/1/17 4:14:00 AM,C,11.25
8/1/17 4:24:00 AM,C,11.25
8/1/17 4:34:00 AM,C,11.25
8/1/17 4:44:00 AM,C,11.25
8/1/17 4:54:00 AM,C,11.25
8/1/17 5:04:00 AM,C,11.25
8/1/17 5:14:00 AM,C,11.375
8/1/17 5:24:00 AM,C,11.375
8/1/17 5:34:00 AM,C,11.375
8/1/17 5:44:00 AM,C,11.375
8/1/17 5:54:00 AM,C,11.375
8/1/17 6:04:00 AM,C,11.375
8/1/17 6:14:00 AM,C,11.375
8/1/17 6:24:00 AM,C,11.375
8/1/17 6:34:00 AM,C,11.375
8/1/17 6:44:00 AM,C,11.375
8/1/17 6:54:00 AM,C,11.375
8/1/17 7:04:00 AM,C,11.5
8/1/17 7:14:00 AM,C,11.5
8/1/17 7:24:00 AM,C,11.5
8/1/17 7:34:00 AM,C,11.5
8/1/17 7:44:00 AM,C,11.5
8/1/17 7:54:00 AM,C,11.5
8/1/17 8:04:00 AM,C,11.5
8/1/17 8:14:00 AM,C,11.5
8/1/17 8:24:00 AM,C,11.5
8/1/17 8:34:00 AM,C,11.5
8/1/17 8:44:00 AM,C,11.5
8/1/17 8:54:00 AM,C,11.5
8/1/17 9:04:00 AM,C,11.5
8/1/17 9:14:00 AM,C,11.5
8/1/17 9:24:00 AM,C,11.5
8/1/17 9:34:00 AM,C,11.625
8/1/17 9:44:00 AM,C,11.625
8/1/17 9:54:00 AM,C,11.625
8/1/17 10:04:00 AM,C,11.625
8/1/17 10:14:00 AM,C,11.625
8/1/17 10:24:00 AM,C,11.625
8/1/17 10:34:00 AM,C,11.625
8/1/17 10:44:00 AM,C,11.625
8/1/17 10:54:00 AM,C,11.625
8/1/17 11:04:00 AM,C,11.625
8/1/17 11:14:00 AM,C,11.625
8/1/17 11:24:00 AM,C,11.5
8/1/17 11:34:00 AM,C,11.375
8/1/17 11:44:00 AM,C,11.375
8/1/17 11:54:00 AM,C,11.25
8/1/17 12:04:00 PM,C,11.125
8/1/17 12:14:00 PM,C,11
8/1/17 12:24:00 PM,C,11
8/1/17 12:34:00 PM,C,10.875
8/1/17 12:44:00 PM,C,10.875
8/1/17 12:54:00 PM,C,10.875
8/1/17 1:04:00 PM,C,10.875
8/1/17 1:14:00 PM,C,10.875
8/1/17 1:24:00 PM,C,10.875
8/1/17 1:34:00 PM,C,11
8/1/17 1:44:00 PM,C,11.125
8/1/17 1:54:00 PM,C,11.125
8/1/17 2:04:00 PM,C,11.25
8/1/17 2:14:00 PM,C,11.25
8/1/17 2:24:00 PM,C,11.375
8/1/17 2:34:00 PM,C,11.375
8/1/17 2:44:00 PM,C,11.5
8/1/17 2:54:00 PM,C,11.5
8/1/17 3:04:00 PM,C,11.625
8/1/17 3:14:00 PM,C,11.625
8/1/17 3:24:00 PM,C,11.625
8/1/17 3:34:00 PM,C,11.75
8/1/17 3:44:00 PM,C,11.75
8/1/17 3:54:00 PM,C,11.75
8/1/17 4:04:00 PM,C,11.75
8/1/17 4:14:00 PM,C,11.75
8/1/17 4:24:00 PM,C,11.75
8/1/17 4:34:00 PM,C,11.75
8/1/17 4:44:00 PM,C,11.625
8/1/17 4:54:00 PM,C,11.625
8/1/17 5:04:00 PM,C,11.5
8/1/17 5:14:00 PM,C,11.375
8/1/17 5:24:00 PM,C,11.25
8/1/17 5:34:00 PM,C,11.25
8/1/17 5:44:00 PM,C,11.125
8/1/17 5:54:00 PM,C,11.125
8/1/17 6:04:00 PM,C,11.125
8/1/17 6:14:00 PM,C,11.25
8/1/17 6:24:00 PM,C,11.25
8/1/17 6:34:00 PM,C,11.25
8/1/17 6:44:00 PM,C,11.25
8/1/17 6:54:00 PM,C,11.375
8/1/17 7:04:00 PM,C,11.375
8/1/17 7:14:00 PM,C,11.375
8/1/17 7:24:00 PM,C,11.5
8/1/17 7:34:00 PM,C,11.5
8/1/17 7:44:00 PM,C,11.5
8/1/17 7:54:00 PM,C,11.5
8/1/17 8:04:00 PM,C,11.625
8/1/17 8:14:00 PM,C,11.625
8/1/17 8:24:00 PM,C,11.625
8/1/17 8:34:00 PM,C,11.625
8/1/17 8:44:00 PM,C,11.75
8/1/17 8:54:00 PM,C,11.75
8/1/17 9:04:00 PM,C,11.75
8/1/17 9:14:00 PM,C,11.625
8/1/17 9:24:00 PM,C,11.5
8/1/17 9:34:00 PM,C,11.5
8/1/17 9:44:00 PM,C,11.375
8/1/17 9:54:00 PM,C,11.25
8/1/17 10:04:00 PM,C,11.25
8/1/17 10:14:00 PM,C,11.125
8/1/17 10:24:00 PM,C,11.125
8/1/17 10:34:00 PM,C,11.125
8/1/17 10:44:00 PM,C,11.25
8/1/17 10:54:00 PM,C,11.25
8/1/17 11:04:00 PM,C,11.25
8/1/17 11:14:00 PM,C,11.25
8/1/17 11:24:00 PM,C,11.375
8/1/17 11:34:00 PM,C,11.375
8/1/17 11:44:00 PM,C,11.375
8/1/17 11:54:00 PM,C,11.375
8/2/17 12:04:00 AM,C,11.5
8/2/17 12:14:00 AM,C,11.5
8/2/17 12:24:00 AM,C,11.5
8/2/17 12:34:00 AM,C,11.5
8/2/17 12:44:00 AM,C,11.5
8/2/17 12:54:00 AM,C,11.625
8/2/17 1:04:00 AM,C,11.625
8/2/17 1:14:00 AM,C,11.625
8/2/17 1:24:00 AM,C,11.625
8/2/17 1:34:00 AM,C,11.625
8/2/17 1:44:00 AM,C,11.625
8/2/17 1:54:00 AM,C,11.625
8/2/17 2:04:00 AM,C,11.625
8/2/17 2:14:00 AM,C,11.625
8/2/17 2:24:00 AM,C,11.625
8/2/17 2:34:00 AM,C,11.625
8/2/17 2:44:00 AM,C,11.625
8/2/17 2:54:00 AM,C,11.625
8/2/17 3:04:00 AM,C,11.625
8/2/17 3:14:00 AM,C,11.625
8/2/17 3:24:00 AM,C,11.625
8/2/17 3:34:00 AM,C,11.625
8/2/17 3:44:00 AM,C,11.75
8/2/17 3:54:00 AM,C,11.625
8/2/17 4:04:00 AM,C,11.625
8/2/17 4:14:00 AM,C,11.625
8/2/17 4:24:00 AM,C,11.625
8/2/17 4:34:00 AM,C,11.625
8/2/17 4:44:00 AM,C,11.625
8/2/17 4:54:00 AM,C,11.625
8/2/17 5:04:00 AM,C,11.625
8/2/17 5:14:00 AM,C,11.625
8/2/17 5:24:00 AM,C,11.625
8/2/17 5:34:00 AM,C,11.625
8/2/17 5:44:00 AM,C,11.625
8/2/17 5:54:00 AM,C,11.625
8/2/17 6:04:00 AM,C,11.625
8/2/17 6:14:00 AM,C,11.625
8/2/17 6:24:00 AM,C,11.625
8/2/17 6:34:00 AM,C,11.625
8/2/17 6:44:00 AM,C,11.625
8/2/17 6:54:00 AM,C,11.625
8/2/17 7:04:00 AM,C,11.625
8/2/17 7:14:00 AM,C,11.625
8/2/17 7:24:00 AM,C,11.625
8/2/17 7:34:00 AM,C,11.625
8/2/17 7:44:00 AM,C,11.625
8/2/17 7:54:00 AM,C,11.625
8/2/17 8:04:00 AM,C,11.625
8/2/17 8:14:00 AM,C,11.625
8/2/17 8:24:00 AM,C,11.625
8/2/17 8:34:00 AM,C,11.625
8/2/17 8:44:00 AM,C,11.625
8/2/17 8:54:00 AM,C,11.75
8/2/17 9:04:00 AM,C,11.75
8/2/17 9:14:00 AM,C,11.75
8/2/17 9:24:00 AM,C,11.75
8/2/17 9:34:00 AM,C,11.75
8/2/17 9:44:00 AM,C,11.75
8/2/17 9:54:00 AM,C,11.75
8/2/17 10:04:00 AM,C,11.75
8/2/17 10:14:00 AM,C,11.625
8/2/17 10:24:00 AM,C,11.625
8/2/17 10:34:00 AM,C,11.5
8/2/17 10:44:00 AM,C,11.375
8/2/17 10:54:00 AM,C,11.375
8/2/17 11:04:00 AM,C,11.25
8/2/17 11:14:00 AM,C,11.25
8/2/17 11:24:00 AM,C,11.25
8/2/17 11:34:00 AM,C,11.125
8/2/17 11:44:00 AM,C,11.125
8/2/17 11:54:00 AM,C,11.25
8/2/17 12:04:00 PM,C,11.25
8/2/17 12:14:00 PM,C,11.25
8/2/17 12:24:00 PM,C,11.375
8/2/17 12:34:00 PM,C,11.375
8/2/17 12:44:00 PM,C,11.375
8/2/17 12:54:00 PM,C,11.375
8/2/17 1:04:00 PM,C,11.5
8/2/17 1:14:00 PM,C,11.5
8/2/17 1:24:00 PM,C,11.5
8/2/17 1:34:00 PM,C,11.625
8/2/17 1:44:00 PM,C,11.625
8/2/17 1:54:00 PM,C,11.625
8/2/17 2:04:00 PM,C,11.625
8/2/17 2:14:00 PM,C,11.75
8/2/17 2:24:00 PM,C,11.75
8/2/17 2:34:00 PM,C,11.75
8/2/17 2:44:00 PM,C,11.625
8/2/17 2:54:00 PM,C,11.625
8/2/17 3:04:00 PM,C,11.5
8/2/17 3:14:00 PM,C,11.5
8/2/17 3:24:00 PM,C,11.375
8/2/17 3:34:00 PM,C,11.25
8/2/17 3:44:00 PM,C,11.125
8/2/17 3:54:00 PM,C,11.125
8/2/17 4:04:00 PM,C,11.125
8/2/17 4:14:00 PM,C,11.125
8/2/17 4:24:00 PM,C,11.125
8/2/17 4:34:00 PM,C,11.25
8/2/17 4:44:00 PM,C,11.25
8/2/17 4:54:00 PM,C,11.375
8/2/17 5:04:00 PM,C,11.375
8/2/17 5:14:00 PM,C,11.375
8/2/17 5:24:00 PM,C,11.5
8/2/17 5:34:00 PM,C,11.5
8/2/17 5:44:00 PM,C,11.5
8/2/17 5:54:00 PM,C,11.625
8/2/17 6:04:00 PM,C,11.625
8/2/17 6:14:00 PM,C,11.625
8/2/17 6:24:00 PM,C,11.625
8/2/17 6:34:00 PM,C,11.625
8/2/17 6:44:00 PM,C,11.625
8/2/17 6:54:00 PM,C,11.75
8/2/17 7:04:00 PM,C,11.75
8/2/17 7:14:00 PM,C,11.75
8/2/17 7:24:00 PM,C,11.75
8/2/17 7:34:00 PM,C,11.75
8/2/17 7:44:00 PM,C,11.75
8/2/17 7:54:00 PM,C,11.75
8/2/17 8:04:00 PM,C,11.75
8/2/17 8:14:00 PM,C,11.75
8/2/17 8:24:00 PM,C,11.75
8/2/17 8:34:00 PM,C,11.75
8/2/17 8:44:00 PM,C,11.75
8/2/17 8:54:00 PM,C,11.75
8/2/17 9:04:00 PM,C,11.75
8/2/17 9:14:00 PM,C,11.75
8/2/17 9:24:00 PM,C,11.75
8/2/17 9:34:00 PM,C,11.75
8/2/17 9:44:00 PM,C,11.75
8/2/17 9:54:00 PM,C,11.75
8/2/17 10:04:00 PM,C,11.75
8/2/17 10:14:00 PM,C,11.75
8/2/17 10:24:00 PM,C,11.75
8/2/17 10:34:00 PM,C,11.75
8/2/17 10:44:00 PM,C,11.75
8/2/17 10:54:00 PM,C,11.75
8/2/17 11:04:00 PM,C,11.75
8/2/17 11:14:00 PM,C,11.75
8/2/17 11:24:00 PM,C,11.75
8/2/17 11:34:00 PM,C,11.75
8/2/17 11:44:00 PM,C,11.75
8/2/17 11:54:00 PM,C,11.75
8/3/17 12:04:00 AM,C,11.75
8/3/17 12:14:00 AM,C,11.75
8/3/17 12:24:00 AM,C,11.75
8/3/17 12:34:00 AM,C,11.75
8/3/17 12:44:00 AM,C,11.75
8/3/17 12:54:00 AM,C,11.75
8/3/17 1:04:00 AM,C,11.75
8/3/17 1:14:00 AM,C,11.75
8/3/17 1:24:00 AM,C,11.75
8/3/17 1:34:00 AM,C,11.625
8/3/17 1:44:00 AM,C,11.625
8/3/17 1:54:00 AM,C,11.625
8/3/17 2:04:00 AM,C,11.625
8/3/17 2:14:00 AM,C,11.625
8/3/17 2:24:00 AM,C,11.625
8/3/17 2:34:00 AM,C,11.625
8/3/17 2:44:00 AM,C,11.625
8/3/17 2:54:00 AM,C,11.625
8/3/17 3:04:00 AM,C,11.625
8/3/17 3:14:00 AM,C,11.625
8/3/17 3:24:00 AM,C,11.625
8/3/17 3:34:00 AM,C,11.625
8/3/17 3:44:00 AM,C,11.625
8/3/17 3:54:00 AM,C,11.625
8/3/17 4:04:00 AM,C,11.625
8/3/17 4:14:00 AM,C,11.625
8/3/17 4:24:00 AM,C,11.625
8/3/17 4:34:00 AM,C,11.625
8/3/17 4:44:00 AM,C,11.625
8/3/17 4:54:00 AM,C,11.625
8/3/17 5:04:00 AM,C,11.625
8/3/17 5:14:00 AM,C,11.625
8/3/17 5:24:00 AM,C,11.5
8/3/17 5:34:00 AM,C,11.625
8/3/17 5:44:00 AM,C,11.5
8/3/17 5:54:00 AM,C,11.5
8/3/17 6:04:00 AM,C,11.5
8/3/17 6:14:00 AM,C,11.5
8/3/17 6:24:00 AM,C,11.5
8/3/17 6:34:00 AM,C,11.5
8/3/17 6:44:00 AM,C,11.5
8/3/17 6:54:00 AM,C,11.5
8/3/17 7:04:00 AM,C,11.625
8/3/17 7:14:00 AM,C,11.625
8/3/17 7:24:00 AM,C,11.625
8/3/17 7:34:00 AM,C,11.625
8/3/17 7:44:00 AM,C,11.625
8/3/17 7:54:00 AM,C,11.625
8/3/17 8:04:00 AM,C,11.625
8/3/17 8:14:00 AM,C,11.625
8/3/17 8:24:00 AM,C,11.625
8/3/17 8:34:00 AM,C,11.625
8/3/17 8:44:00 AM,C,11.625
8/3/17 8:54:00 AM,C,11.625
8/3/17 9:04:00 AM,C,11.75
8/3/17 9:14:00 AM,C,11.75
8/3/17 9:24:00 AM,C,11.75
8/3/17 9:34:00 AM,C,11.75
8/3/17 9:44:00 AM,C,11.75
8/3/17 9:54:00 AM,C,11.75
8/3/17 10:04:00 AM,C,11.75
8/3/17 10:14:00 AM,C,11.75
8/3/17 10:24:00 AM,C,11.75
8/3/17 10:34:00 AM,C,11.75
8/3/17 10:44:00 AM,C,11.75
8/3/17 10:54:00 AM,C,11.625
8/3/17 11:04:00 AM,C,11.5
8/3/17 11:14:00 AM,C,11.375
8/3/17 11:24:00 AM,C,11.25
8/3/17 11:34:00 AM,C,11.25
8/3/17 11:44:00 AM,C,11.125
8/3/17 11:54:00 AM,C,11.125
8/3/17 12:04:00 PM,C,11.125
8/3/17 12:14:00 PM,C,11.125
8/3/17 12:24:00 PM,C,11.125
8/3/17 12:34:00 PM,C,11.125
8/3/17 12:44:00 PM,C,11.25
8/3/17 12:54:00 PM,C,11.25
8/3/17 1:04:00 PM,C,11.375
8/3/17 1:14:00 PM,C,11.375
8/3/17 1:24:00 PM,C,11.5
8/3/17 1:34:00 PM,C,11.5
8/3/17 1:44:00 PM,C,11.5
8/3/17 1:54:00 PM,C,11.625
8/3/17 2:04:00 PM,C,11.625
8/3/17 2:14:00 PM,C,11.625
8/3/17 2:24:00 PM,C,11.625
8/3/17 2:34:00 PM,C,11.625
8/3/17 2:44:00 PM,C,11.75
8/3/17 2:54:00 PM,C,11.75
8/3/17 3:04:00 PM,C,11.75
8/3/17 3:14:00 PM,C,11.75
8/3/17 3:24:00 PM,C,11.75
8/3/17 3:34:00 PM,C,11.75
8/3/17 3:44:00 PM,C,11.75
8/3/17 3:54:00 PM,C,11.75
8/3/17 4:04:00 PM,C,11.75
8/3/17 4:14:00 PM,C,11.75
8/3/17 4:24:00 PM,C,11.75
8/3/17 4:34:00 PM,C,11.625
8/3/17 4:44:00 PM,C,11.5
8/3/17 4:54:00 PM,C,11.375
8/3/17 5:04:00 PM,C,11.25
8/3/17 5:14:00 PM,C,11.125
8/3/17 5:24:00 PM,C,11.125
8/3/17 5:34:00 PM,C,11.125
8/3/17 5:44:00 PM,C,11
8/3/17 5:54:00 PM,C,11
8/3/17 6:04:00 PM,C,11.125
8/3/17 6:14:00 PM,C,11.125
8/3/17 6:24:00 PM,C,11.25
8/3/17 6:34:00 PM,C,11.25
8/3/17 6:44:00 PM,C,11.375
8/3/17 6:54:00 PM,C,11.375
8/3/17 7:04:00 PM,C,11.375
8/3/17 7:14:00 PM,C,11.5
8/3/17 7:24:00 PM,C,11.5
8/3/17 7:34:00 PM,C,11.625
8/3/17 7:44:00 PM,C,11.625
8/3/17 7:54:00 PM,C,11.625
8/3/17 8:04:00 PM,C,11.625
8/3/17 8:14:00 PM,C,11.625
8/3/17 8:24:00 PM,C,11.75
8/3/17 8:34:00 PM,C,11.75
8/3/17 8:44:00 PM,C,11.75
8/3/17 8:54:00 PM,C,11.75
8/3/17 9:04:00 PM,C,11.75
8/3/17 9:14:00 PM,C,11.75
8/3/17 9:24:00 PM,C,11.75
8/3/17 9:34:00 PM,C,11.75
8/3/17 9:44:00 PM,C,11.75
8/3/17 9:54:00 PM,C,11.75
8/3/17 10:04:00 PM,C,11.75
8/3/17 10:14:00 PM,C,11.75
8/3/17 10:24:00 PM,C,11.75
8/3/17 10:34:00 PM,C,11.75
8/3/17 10:44:00 PM,C,11.75
8/3/17 10:54:00 PM,C,11.75
8/3/17 11:04:00 PM,C,11.75
8/3/17 11:14:00 PM,C,11.75
8/3/17 11:24:00 PM,C,11.75
8/3/17 11:34:00 PM,C,11.75
8/3/17 11:44:00 PM,C,11.75
8/3/17 11:54:00 PM,C,11.75
8/4/17 12:04:00 AM,C,11.75
8/4/17 12:14:00 AM,C,11.75
8/4/17 12:24:00 AM,C,11.75
8/4/17 12:34:00 AM,C,11.75
8/4/17 12:44:00 AM,C,11.75
8/4/17 12:54:00 AM,C,11.75
8/4/17 1:04:00 AM,C,11.75
8/4/17 1:14:00 AM,C,11.75
8/4/17 1:24:00 AM,C,11.75
8/4/17 1:34:00 AM,C,11.75
8/4/17 1:44:00 AM,C,11.75
8/4/17 1:54:00 AM,C,11.75
8/4/17 2:04:00 AM,C,11.75
8/4/17 2:14:00 AM,C,11.75
8/4/17 2:24:00 AM,C,11.75
8/4/17 2:34:00 AM,C,11.625
8/4/17 2:44:00 AM,C,11.625
8/4/17 2:54:00 AM,C,11.625
8/4/17 3:04:00 AM,C,11.625
8/4/17 3:14:00 AM,C,11.625
8/4/17 3:24:00 AM,C,11.625
8/4/17 3:34:00 AM,C,11.625
8/4/17 3:44:00 AM,C,11.625
8/4/17 3:54:00 AM,C,11.625
8/4/17 4:04:00 AM,C,11.625
8/4/17 4:14:00 AM,C,11.625
8/4/17 4:24:00 AM,C,11.625
8/4/17 4:34:00 AM,C,11.625
8/4/17 4:44:00 AM,C,11.625
8/4/17 4:54:00 AM,C,11.625
8/4/17 5:04:00 AM,C,11.625
8/4/17 5:14:00 AM,C,11.625
8/4/17 5:24:00 AM,C,11.625
8/4/17 5:34:00 AM,C,11.625
8/4/17 5:44:00 AM,C,11.625
8/4/17 5:54:00 AM,C,11.625
8/4/17 6:04:00 AM,C,11.625
8/4/17 6:14:00 AM,C,11.625
8/4/17 6:24:00 AM,C,11.625
8/4/17 6:34:00 AM,C,11.625
8/4/17 6:44:00 AM,C,11.625
8/4/17 6:54:00 AM,C,11.625
8/4/17 7:04:00 AM,C,11.625
8/4/17 7:14:00 AM,C,11.625
